trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1005,False,"{'a': 0.5, 'e': 0.36586062092624033}",20,1,1.944204063361732,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
1006,False,"{'a': 0.5, 'e': 0.3654947603053141}",25,-32,-77.63877083504855,"{0: 47, 1: 3, 2: 4, 3: 1, 4: 2}",0
1007,False,"{'a': 0.5, 'e': 0.36512926554500874}",25,13,-21.175228964972295,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1008,False,"{'a': 0.5, 'e': 0.36476413627946375}",30,6,-27.513635078375362,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
1009,False,"{'a': 0.5, 'e': 0.3643993721431843}",20,16,7.319875631879122,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.5, 'e': 0.36403497277104113}",20,6,9.71049043452067,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1011,False,"{'a': 0.5, 'e': 0.3636709377982701}",20,2,25.43847493035904,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1012,False,"{'a': 0.5, 'e': 0.3633072668604718}",20,12,16.36129481066608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.5, 'e': 0.36294395959361136}",20,-10,13.412538411098254,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
1014,False,"{'a': 0.5, 'e': 0.36258101563401773}",20,1,15.643861290852616,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1015,False,"{'a': 0.5, 'e': 0.3622184346183837}",25,-12,-9.193360358354916,"{0: 31, 1: 1, 2: 4, 3: 1, 4: 0}",0
1016,False,"{'a': 0.5, 'e': 0.36185621618376534}",20,-5,-29.240103058056608,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
1017,False,"{'a': 0.5, 'e': 0.36149435996758156}",20,10,21.203823392652744,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.5, 'e': 0.361132865607614}",20,6,16.452517119473328,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1019,False,"{'a': 0.5, 'e': 0.36077173274200636}",20,-6,12.955639145853494,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",0
1020,False,"{'a': 0.5, 'e': 0.36041096100926434}",25,-1,-88.23629605260653,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 2}",1
1021,False,"{'a': 0.5, 'e': 0.3600505500482551}",20,14,8.083916481052775,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.5, 'e': 0.35969049949820686}",20,4,4.223105327002528,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
1023,False,"{'a': 0.5, 'e': 0.3593308089987087}",25,3,12.424348395826367,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
1024,False,"{'a': 0.5, 'e': 0.35897147818971}",25,16,-6.160169043604293,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1025,False,"{'a': 0.5, 'e': 0.3586125067115203}",20,-3,-23.23185088292718,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 0}",0
1026,False,"{'a': 0.5, 'e': 0.35825389420480874}",20,8,8.235254100530133,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1027,False,"{'a': 0.5, 'e': 0.35789564031060395}",20,14,-20.704106001299998,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
1028,False,"{'a': 0.5, 'e': 0.35753774467029337}",35,20,-41.685154842923716,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
1029,False,"{'a': 0.5, 'e': 0.3571802069256231}",25,20,9.856044544039483,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.5, 'e': 0.3568230267186975}",25,11,17.075689562828693,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1031,False,"{'a': 0.5, 'e': 0.3564662036919788}",25,-7,-13.663546573751303,"{0: 26, 1: 0, 2: 6, 3: 0, 4: 0}",0
1032,False,"{'a': 0.5, 'e': 0.35610973748828684}",25,-54,-102.35632374914594,"{0: 64, 1: 1, 2: 12, 3: 0, 4: 2}",0
1033,False,"{'a': 0.5, 'e': 0.35575362775079855}",30,10,-25.39208932046209,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1034,False,"{'a': 0.5, 'e': 0.35539787412304774}",20,-5,-16.78806781873034,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1035,False,"{'a': 0.5, 'e': 0.3550424762489247}",30,17,17.857132433165617,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.5, 'e': 0.3546874337726758}",25,18,10.338209610631475,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.5, 'e': 0.35433274633890316}",30,12,-36.1169235548499,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1038,False,"{'a': 0.5, 'e': 0.35397841359256427}",20,8,12.018383373808692,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.5, 'e': 0.3536244351789717}",25,18,14.471415280297418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.5, 'e': 0.35327081074379274}",20,8,-20.555801945295293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1041,False,"{'a': 0.5, 'e': 0.352917539933049}",25,6,7.282419295711436,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
1042,False,"{'a': 0.5, 'e': 0.3525646223931159}",25,8,22.296730572893104,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.5, 'e': 0.3522120577707228}",25,8,15.470638779131548,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1044,False,"{'a': 0.5, 'e': 0.3518598457129521}",20,-8,-28.43816615716395,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 1}",0
1045,False,"{'a': 0.5, 'e': 0.35150798586723914}",30,21,5.3941964171503365,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.5, 'e': 0.3511564778813719}",25,11,22.305347536131613,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.5, 'e': 0.3508053214034905}",30,6,-41.43079115762802,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 1}",1
1048,False,"{'a': 0.5, 'e': 0.35045451608208705}",20,5,12.141852132994499,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.5, 'e': 0.350104061566005}",35,10,12.298365892040955,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",1
1050,False,"{'a': 0.5, 'e': 0.349753957504439}",20,4,17.782224401924243,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.5, 'e': 0.3494042035469346}",20,6,-28.566249555813062,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1052,False,"{'a': 0.5, 'e': 0.3490547993433876}",30,11,-16.976362198449557,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1053,False,"{'a': 0.5, 'e': 0.34870574454404424}",30,15,-0.6086926487876929,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1054,False,"{'a': 0.5, 'e': 0.3483570387995002}",35,24,10.842460459147638,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.5, 'e': 0.3480086817607007}",30,8,-18.545857563216117,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
1056,False,"{'a': 0.5, 'e': 0.34766067307894}",20,4,-12.17445454873359,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
1057,False,"{'a': 0.5, 'e': 0.34731301240586104}",20,-6,33.037090453006094,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",0
1058,False,"{'a': 0.5, 'e': 0.3469656993934552}",25,8,-3.1345115033149686,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1059,False,"{'a': 0.5, 'e': 0.3466187336940617}",25,12,-5.299015034023376,"{0: 9, 1: 4, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.5, 'e': 0.34627211496036764}",30,14,33.18553351243863,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.5, 'e': 0.3459258428454073}",20,-26,-98.99993354285327,"{0: 34, 1: 2, 2: 7, 3: 2, 4: 1}",0
1062,False,"{'a': 0.5, 'e': 0.34557991700256185}",25,17,15.782138542110598,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.5, 'e': 0.3452343370855593}",20,2,-22.746558273791923,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1064,False,"{'a': 0.5, 'e': 0.34488910274847373}",25,14,-4.634457688433013,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1065,False,"{'a': 0.5, 'e': 0.34454421364572524}",30,14,-10.813241929827129,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
1066,False,"{'a': 0.5, 'e': 0.3441996694320795}",30,0,-55.73575317948122,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",1
1067,False,"{'a': 0.5, 'e': 0.34385546976264747}",20,11,5.532264605548957,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1068,False,"{'a': 0.5, 'e': 0.34351161429288485}",30,7,-27.050326370715464,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 1}",1
1069,False,"{'a': 0.5, 'e': 0.34316810267859194}",20,4,-4.5074735062449225,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
1070,False,"{'a': 0.5, 'e': 0.34282493457591334}",20,15,-9.742618901474888,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1071,False,"{'a': 0.5, 'e': 0.3424821096413374}",20,5,-31.0454173114766,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1072,False,"{'a': 0.5, 'e': 0.3421396275316961}",20,10,-25.129812509209387,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
1073,False,"{'a': 0.5, 'e': 0.34179748790416437}",20,9,9.499316574255904,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1074,False,"{'a': 0.5, 'e': 0.3414556904162602}",25,3,-52.69651888686913,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 1}",1
1075,False,"{'a': 0.5, 'e': 0.34111423472584396}",30,11,-71.69698698767655,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 0}",1
1076,False,"{'a': 0.5, 'e': 0.34077312049111813}",20,7,9.099012595144222,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1077,False,"{'a': 0.5, 'e': 0.340432347370627}",20,10,22.379442607582252,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.5, 'e': 0.34009191502325636}",20,7,2.511944317500426,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1079,False,"{'a': 0.5, 'e': 0.3397518231082331}",20,1,12.210804541902565,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1080,False,"{'a': 0.5, 'e': 0.33941207128512485}",20,6,-41.50838138986796,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1081,False,"{'a': 0.5, 'e': 0.3390726592138397}",25,16,-6.640487344819436,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1082,False,"{'a': 0.5, 'e': 0.3387335865546259}",25,9,23.086554619511936,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1083,False,"{'a': 0.5, 'e': 0.33839485296807126}",20,12,3.962154845838053,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1084,False,"{'a': 0.5, 'e': 0.3380564581151032}",20,2,37.039285966166304,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1085,False,"{'a': 0.5, 'e': 0.33771840165698813}",25,-9,-41.9777486201196,"{0: 27, 1: 0, 2: 5, 3: 2, 4: 0}",0
1086,False,"{'a': 0.5, 'e': 0.33738068325533116}",30,16,-26.989301151599268,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1087,False,"{'a': 0.5, 'e': 0.3370433025720758}",20,15,1.117732181753595,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.5, 'e': 0.33670625926950376}",25,10,-17.769060631972646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1089,False,"{'a': 0.5, 'e': 0.33636955301023425}",20,6,-14.563236045300435,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
1090,False,"{'a': 0.5, 'e': 0.336033183457224}",30,23,-8.02521496153748,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1091,False,"{'a': 0.5, 'e': 0.3356971502737668}",20,-14,44.43094783978788,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 0}",0
1092,False,"{'a': 0.5, 'e': 0.335361453123493}",30,18,-34.661583505970064,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1093,False,"{'a': 0.5, 'e': 0.3350260916703695}",25,13,22.490572610559056,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.5, 'e': 0.33469106557869915}",20,7,6.625221538605171,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1095,False,"{'a': 0.5, 'e': 0.33435637451312045}",20,-7,23.824852997408897,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",0
1096,False,"{'a': 0.5, 'e': 0.3340220181386073}",20,-11,-91.00417262860498,"{0: 25, 1: 0, 2: 2, 3: 2, 4: 2}",0
1097,False,"{'a': 0.5, 'e': 0.33368799612046873}",20,4,-6.636479592264928,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
1098,False,"{'a': 0.5, 'e': 0.33335430812434824}",25,9,19.456322509091912,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1099,False,"{'a': 0.5, 'e': 0.3330209538162239}",20,11,18.065534615089916,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.5, 'e': 0.33268793286240766}",25,16,5.791824433251263,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1101,False,"{'a': 0.5, 'e': 0.33235524492954527}",20,10,-11.938314809540682,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1102,False,"{'a': 0.5, 'e': 0.33202288968461574}",25,-2,-18.446399516387746,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",0
1103,False,"{'a': 0.5, 'e': 0.33169086679493115}",20,6,5.067495442277041,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1104,False,"{'a': 0.5, 'e': 0.33135917592813624}",20,-1,37.812256893692954,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.5, 'e': 0.3310278167522081}",20,14,-20.540628497243134,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
1106,False,"{'a': 0.5, 'e': 0.3306967889354559}",25,4,-44.74006035122418,"{0: 16, 1: 0, 2: 3, 3: 2, 4: 0}",1
1107,False,"{'a': 0.5, 'e': 0.33036609214652046}",30,7,-5.594798904239681,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
1108,False,"{'a': 0.5, 'e': 0.3300357260543739}",30,6,21.90378623119061,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
1109,False,"{'a': 0.5, 'e': 0.32970569032831953}",20,-7,-46.47982493922807,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 1}",0
1110,False,"{'a': 0.5, 'e': 0.3293759846379912}",20,16,8.40572271817372,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.5, 'e': 0.3290466086533532}",25,20,8.588835822214397,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.5, 'e': 0.3287175620446999}",20,12,-49.964116391682595,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
1113,False,"{'a': 0.5, 'e': 0.32838884448265515}",25,4,-13.15624329737339,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
1114,False,"{'a': 0.5, 'e': 0.3280604556381725}",25,13,-32.1048806867961,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1115,False,"{'a': 0.5, 'e': 0.32773239518253433}",20,10,7.03513134792442,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1116,False,"{'a': 0.5, 'e': 0.3274046627873518}",20,9,21.583713627939726,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.5, 'e': 0.32707725812456445}",30,19,14.46869676348857,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.5, 'e': 0.32675018086643987}",20,-4,0.650021678349648,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",0
1119,False,"{'a': 0.5, 'e': 0.32642343068557345}",20,11,5.746522830559616,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1120,False,"{'a': 0.5, 'e': 0.3260970072548879}",20,9,-65.41832788480708,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 1}",1
1121,False,"{'a': 0.5, 'e': 0.325770910247633}",25,5,-26.749340967454444,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
1122,False,"{'a': 0.5, 'e': 0.32544513933738534}",30,17,-9.74702382037762,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1123,False,"{'a': 0.5, 'e': 0.3251196941980479}",20,4,-95.49284942634765,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 2}",1
1124,False,"{'a': 0.5, 'e': 0.32479457450384985}",20,12,5.70341804771958,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1125,False,"{'a': 0.5, 'e': 0.324469779929346}",25,5,28.252002863001625,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1126,False,"{'a': 0.5, 'e': 0.32414531014941667}",30,0,-28.703019568116776,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",1
1127,False,"{'a': 0.5, 'e': 0.32382116483926726}",20,5,-16.271177055598297,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
1128,False,"{'a': 0.5, 'e': 0.323497343674428}",20,6,21.51087614740119,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.5, 'e': 0.3231738463307536}",25,5,-3.06538429649678,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1130,False,"{'a': 0.5, 'e': 0.32285067248442284}",20,10,-0.28500550652741197,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1131,False,"{'a': 0.5, 'e': 0.3225278218119384}",30,12,22.650541262587232,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1132,False,"{'a': 0.5, 'e': 0.3222052939901265}",20,13,14.90732054883298,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.5, 'e': 0.32188308869613635}",30,-12,23.068009807351814,"{0: 37, 1: 1, 2: 4, 3: 0, 4: 0}",0
1134,False,"{'a': 0.5, 'e': 0.3215612056074402}",20,5,-20.194316192985,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
1135,False,"{'a': 0.5, 'e': 0.3212396444018328}",20,4,18.818101946615087,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.5, 'e': 0.32091840475743094}",20,1,19.495867035430997,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1137,False,"{'a': 0.5, 'e': 0.3205974863526735}",20,-30,-61.957164084513465,"{0: 42, 1: 3, 2: 3, 3: 0, 4: 2}",0
1138,False,"{'a': 0.5, 'e': 0.32027688886632083}",20,-3,21.30930784094619,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",0
1139,False,"{'a': 0.5, 'e': 0.3199566119774545}",25,3,-24.49305591823432,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
1140,False,"{'a': 0.5, 'e': 0.31963665536547703}",20,16,7.879290033532103,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.5, 'e': 0.31931701871011153}",25,11,8.841161147660847,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1142,False,"{'a': 0.5, 'e': 0.3189977016914014}",25,4,-2.6322415519715188,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
1143,False,"{'a': 0.5, 'e': 0.31867870398971}",20,13,0.8274559345059296,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1144,False,"{'a': 0.5, 'e': 0.31836002528572027}",20,7,-19.739296301919403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1145,False,"{'a': 0.5, 'e': 0.31804166526043454}",20,-4,-19.204760562106912,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",0
1146,False,"{'a': 0.5, 'e': 0.3177236235951741}",20,12,15.60349865733593,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.5, 'e': 0.3174058999715789}",30,9,27.222595828624435,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1148,False,"{'a': 0.5, 'e': 0.31708849407160733}",30,14,-12.230190832635518,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
1149,False,"{'a': 0.5, 'e': 0.31677140557753575}",20,4,17.060649475346708,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1150,False,"{'a': 0.5, 'e': 0.31645463417195824}",20,8,-21.848468676987473,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1151,False,"{'a': 0.5, 'e': 0.3161381795377863}",25,15,18.152242964074286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.5, 'e': 0.3158220413582485}",25,-5,-11.579016379971655,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
1153,False,"{'a': 0.5, 'e': 0.3155062193168902}",30,22,7.567274338896511,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.5, 'e': 0.31519071309757335}",20,10,7.250655007519147,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1155,False,"{'a': 0.5, 'e': 0.3148755223844758}",25,13,21.46464156376098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.5, 'e': 0.31456064686209134}",20,9,-15.6902308248794,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
1157,False,"{'a': 0.5, 'e': 0.31424608621522926}",20,12,-56.81879707492182,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 1}",1
1158,False,"{'a': 0.5, 'e': 0.31393184012901404}",20,4,-4.975519958277659,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
1159,False,"{'a': 0.5, 'e': 0.31361790828888503}",25,14,20.08471154526276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.5, 'e': 0.31330429038059615}",20,10,-31.343423432510033,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1161,False,"{'a': 0.5, 'e': 0.31299098609021553}",20,8,-3.8573987859007524,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1162,False,"{'a': 0.5, 'e': 0.3126779951041253}",30,6,9.06931635872028,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
1163,False,"{'a': 0.5, 'e': 0.31236531710902116}",20,-18,-49.7596146799336,"{0: 31, 1: 1, 2: 4, 3: 1, 4: 1}",0
1164,False,"{'a': 0.5, 'e': 0.3120529517919121}",35,21,-18.59761861298638,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1165,False,"{'a': 0.5, 'e': 0.3117408988401202}",20,14,12.507119903108318,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.5, 'e': 0.31142915794128007}",30,10,24.392652945776096,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1167,False,"{'a': 0.5, 'e': 0.31111772878333877}",20,7,-21.35570431845704,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
1168,False,"{'a': 0.5, 'e': 0.3108066110545554}",20,6,1.059052087975843,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1169,False,"{'a': 0.5, 'e': 0.3104958044435009}",20,7,-32.32238556559879,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1170,False,"{'a': 0.5, 'e': 0.3101853086390574}",20,14,-13.9670459415774,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
1171,False,"{'a': 0.5, 'e': 0.30987512333041833}",25,10,30.950771952188166,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.5, 'e': 0.3095652482070879}",25,7,35.596262398868575,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.5, 'e': 0.30925568295888084}",30,23,13.624245547015343,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.5, 'e': 0.308946427275922}",20,15,-9.647112862771777,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1175,False,"{'a': 0.5, 'e': 0.30863748084864606}",20,12,17.00112145789201,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.5, 'e': 0.3083288433677974}",25,18,14.455277097713747,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.5, 'e': 0.30802051452442963}",25,8,-27.738665023703135,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1178,False,"{'a': 0.5, 'e': 0.3077124940099052}",20,-2,17.933771463958806,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",0
1179,False,"{'a': 0.5, 'e': 0.3074047815158953}",30,0,-16.036640905341276,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",1
1180,False,"{'a': 0.5, 'e': 0.30709737673437937}",20,7,-32.934942636286216,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1181,False,"{'a': 0.5, 'e': 0.30679027935764497}",25,15,6.16674011636883,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1182,False,"{'a': 0.5, 'e': 0.3064834890782873}",30,9,-46.95757595341347,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 1}",1
1183,False,"{'a': 0.5, 'e': 0.306177005589209}",30,19,-79.43702973044043,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 2}",1
1184,False,"{'a': 0.5, 'e': 0.3058708285836198}",20,1,-39.06831328586186,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 0}",1
1185,False,"{'a': 0.5, 'e': 0.30556495775503617}",30,4,-23.456839087145266,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",1
1186,False,"{'a': 0.5, 'e': 0.30525939279728115}",20,9,9.842783403983976,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
