trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
822,False,"{'a': 0.5, 'e': 0.4393709323780249}",25,-1,-20.758979394837386,"{0: 21, 1: 1, 2: 3, 3: 1, 4: 0}",1
823,False,"{'a': 0.5, 'e': 0.4389315614456469}",20,1,-34.5339463792828,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
824,False,"{'a': 0.5, 'e': 0.43849262988420123}",30,13,-42.442507362731725,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
825,False,"{'a': 0.5, 'e': 0.438054137254317}",20,1,-45.085186874429155,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
826,False,"{'a': 0.5, 'e': 0.4376160831170627}",25,11,-35.4792150545903,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
827,False,"{'a': 0.5, 'e': 0.43717846703394564}",25,13,-0.21339740886046776,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.4367412885669117}",20,7,7.557873566306263,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
829,False,"{'a': 0.5, 'e': 0.4363045472783448}",20,0,-80.61988902268517,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
830,False,"{'a': 0.5, 'e': 0.43586824273106645}",35,13,-43.327663367697205,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
831,False,"{'a': 0.5, 'e': 0.4354323744883354}",20,-2,3.839080811508498,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",0
832,False,"{'a': 0.5, 'e': 0.43499694211384704}",25,7,5.051669189027662,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
833,False,"{'a': 0.5, 'e': 0.4345619451717332}",20,2,7.181865359902883,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
834,False,"{'a': 0.5, 'e': 0.43412738322656147}",20,12,-36.32668757018235,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
835,False,"{'a': 0.5, 'e': 0.4336932558433349}",25,18,13.315809986491479,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.5, 'e': 0.43325956258749154}",25,11,17.23217429188631,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.43282630302490405}",25,-29,-87.92829110750874,"{0: 44, 1: 1, 2: 6, 3: 1, 4: 2}",0
838,False,"{'a': 0.5, 'e': 0.43239347672187917}",25,-12,33.575928743566806,"{0: 32, 1: 5, 2: 0, 3: 0, 4: 0}",0
839,False,"{'a': 0.5, 'e': 0.4319610832451573}",20,6,-4.678643769241012,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
840,False,"{'a': 0.5, 'e': 0.43152912216191214}",20,9,-36.713508370224794,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.4310975930397502}",30,4,-3.4013479279341317,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
842,False,"{'a': 0.5, 'e': 0.43066649544671043}",20,12,4.267275849911322,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.4302358289512637}",20,11,19.170853719255305,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.4298055931223125}",20,2,-42.80366478912827,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
845,False,"{'a': 0.5, 'e': 0.42937578752919014}",25,7,-63.33033466853245,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
846,False,"{'a': 0.5, 'e': 0.4289464117416609}",20,-7,-21.180059931124248,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",0
847,False,"{'a': 0.5, 'e': 0.42851746532991924}",20,8,-2.800864030409204,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.42808894786458934}",25,5,-23.36064410378038,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
849,False,"{'a': 0.5, 'e': 0.42766085891672473}",30,16,-22.139029534399217,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
850,False,"{'a': 0.5, 'e': 0.427233198057808}",30,0,-69.69438443017879,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",1
851,False,"{'a': 0.5, 'e': 0.4268059648597502}",20,10,-17.46163380645041,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.4263791588948904}",20,3,-64.47661458079091,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
853,False,"{'a': 0.5, 'e': 0.42595277973599555}",20,-17,-42.422714060692115,"{0: 28, 1: 3, 2: 5, 3: 1, 4: 0}",0
854,False,"{'a': 0.5, 'e': 0.42552682695625954}",20,2,-8.290665837467966,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
855,False,"{'a': 0.5, 'e': 0.4251013001293033}",20,-42,2.907554998467739,"{0: 53, 1: 1, 2: 8, 3: 0, 4: 0}",0
856,False,"{'a': 0.5, 'e': 0.424676198829174}",20,3,-57.52396323619583,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
857,False,"{'a': 0.5, 'e': 0.4242515226303448}",20,13,1.411559662255689,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.42382727110771445}",25,10,4.751170960364986,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.4234034438366067}",20,-19,-26.48044567390861,"{0: 31, 1: 2, 2: 5, 3: 1, 4: 0}",0
860,False,"{'a': 0.5, 'e': 0.4229800403927701}",25,-12,-121.57478454620123,"{0: 29, 1: 2, 2: 2, 3: 1, 4: 3}",0
861,False,"{'a': 0.5, 'e': 0.42255706035237733}",30,14,-26.260154683487965,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
862,False,"{'a': 0.5, 'e': 0.42213450329202495}",25,-6,-25.84388936115172,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 1}",0
863,False,"{'a': 0.5, 'e': 0.4217123687887329}",20,9,-83.74763223843136,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 2}",1
864,False,"{'a': 0.5, 'e': 0.4212906564199442}",20,-3,-34.930958229045174,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 1}",0
865,False,"{'a': 0.5, 'e': 0.42086936576352424}",20,6,12.357467825081144,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.4204484963977607}",25,-6,-9.725507671721532,"{0: 25, 1: 3, 2: 2, 3: 1, 4: 0}",0
867,False,"{'a': 0.5, 'e': 0.42002804790136294}",25,15,10.720727944089003,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.4196080198534616}",30,16,14.594853276957418,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.4191884118336081}",25,-22,-103.76694888987848,"{0: 39, 1: 1, 2: 3, 3: 1, 4: 3}",0
870,False,"{'a': 0.5, 'e': 0.41876922342177453}",20,4,2.003367645570394,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
871,False,"{'a': 0.5, 'e': 0.41835045419835276}",25,11,-12.378731735960233,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.4179321037441544}",25,16,5.697318154085998,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.41751417164041027}",20,-18,5.877932192510892,"{0: 33, 1: 1, 2: 3, 3: 1, 4: 0}",0
874,False,"{'a': 0.5, 'e': 0.41709665746876984}",20,4,29.591240367448847,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.4166795608113011}",25,6,-36.341452866822195,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
876,False,"{'a': 0.5, 'e': 0.41626288125048977}",20,-14,-20.907512519000345,"{0: 27, 1: 2, 2: 4, 3: 1, 4: 0}",0
877,False,"{'a': 0.5, 'e': 0.41584661836923925}",20,3,12.280385980486672,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
878,False,"{'a': 0.5, 'e': 0.41543077175087}",30,8,-92.75281059179618,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 2}",1
879,False,"{'a': 0.5, 'e': 0.41501534097911913}",25,-4,-17.884271512900835,"{0: 25, 1: 0, 2: 2, 3: 2, 4: 0}",0
880,False,"{'a': 0.5, 'e': 0.41460032563814003}",20,-14,-49.54826326468586,"{0: 29, 1: 2, 2: 1, 3: 0, 4: 2}",0
881,False,"{'a': 0.5, 'e': 0.4141857253125019}",25,-8,-22.252019142046656,"{0: 27, 1: 4, 2: 1, 3: 0, 4: 1}",0
882,False,"{'a': 0.5, 'e': 0.41377153958718943}",30,11,37.05158710800264,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.5, 'e': 0.4133577680476022}",20,15,1.5389429786475681,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.4129444102795546}",20,-2,4.977121087823311,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",0
885,False,"{'a': 0.5, 'e': 0.412531465869275}",20,14,10.715184702432829,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.41211893440340575}",35,7,-67.79332711911118,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 1}",1
887,False,"{'a': 0.5, 'e': 0.41170681546900234}",25,16,17.714886515231868,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.41129510865353336}",25,15,17.88059413605079,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.41088381354487985}",20,9,-2.364580769315266,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.410472929731335}",25,12,-1.0334518779707937,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.41006245680160364}",20,-4,-98.51751168474279,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 2}",0
892,False,"{'a': 0.5, 'e': 0.40965239434480205}",20,-5,2.6530129162339415,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
893,False,"{'a': 0.5, 'e': 0.40924274195045723}",20,-21,-97.19308412572587,"{0: 32, 1: 1, 2: 5, 3: 1, 4: 2}",0
894,False,"{'a': 0.5, 'e': 0.40883349920850676}",30,15,-19.221476964696002,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.40842466570929825}",25,-7,-43.61001622690779,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 2}",0
896,False,"{'a': 0.5, 'e': 0.40801624104358897}",25,-22,-1.032159008560027,"{0: 42, 1: 1, 2: 3, 3: 0, 4: 1}",0
897,False,"{'a': 0.5, 'e': 0.4076082248025454}",30,21,10.446836209222067,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.4072006165777428}",25,17,6.187523420467117,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.4067934159611651}",25,2,-21.43509422040665,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
900,False,"{'a': 0.5, 'e': 0.4063866225452039}",25,19,15.138606411256108,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.4059802359226587}",20,13,14.006580682293055,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.40557425568673605}",25,19,10.493101381614235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.40516868143104934}",30,-26,-121.03826056007632,"{0: 46, 1: 0, 2: 6, 3: 1, 4: 3}",0
904,False,"{'a': 0.5, 'e': 0.4047635127496183}",20,12,-10.59681549672498,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.4043587492368687}",25,-1,-3.248743903462651,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.4039543904876318}",25,-22,-133.0535849075316,"{0: 36, 1: 2, 2: 6, 3: 0, 4: 3}",0
907,False,"{'a': 0.5, 'e': 0.4035504360971442}",20,11,-12.063117096421307,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.40314688566104706}",20,11,11.028858085874676,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.402743738775386}",30,16,-82.46101425052248,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
910,False,"{'a': 0.5, 'e': 0.4023409950366106}",20,7,-1.7867159038594558,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.401938654041574}",30,-16,-22.925635247565324,"{0: 39, 1: 4, 2: 1, 3: 1, 4: 1}",0
912,False,"{'a': 0.5, 'e': 0.4015367153875324}",25,16,2.0054045886922967,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.4011351786721449}",25,12,-1.3657093482645697,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.40073404349347275}",20,10,18.307537163305813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.40033330944997925}",20,-5,10.58123451440179,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
916,False,"{'a': 0.5, 'e': 0.39993297614052925}",30,-12,17.925949185091408,"{0: 38, 1: 0, 2: 3, 3: 1, 4: 0}",0
917,False,"{'a': 0.5, 'e': 0.3995330431643887}",25,11,-10.517144041772385,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 0.39913351012122433}",25,-6,9.382543706330086,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 1}",0
919,False,"{'a': 0.5, 'e': 0.3987343766111031}",35,5,19.554074810694846,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",1
920,False,"{'a': 0.5, 'e': 0.398335642234492}",20,6,26.65560446888916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.5, 'e': 0.3979373065922575}",25,-1,-21.281176712680562,"{0: 21, 1: 1, 2: 3, 3: 1, 4: 0}",1
922,False,"{'a': 0.5, 'e': 0.39753936928566525}",25,11,-5.6875384337485615,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
923,False,"{'a': 0.5, 'e': 0.3971418299163796}",20,3,-5.079891890495195,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
924,False,"{'a': 0.5, 'e': 0.3967446880864632}",30,23,6.573239395617052,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.5, 'e': 0.3963479433983767}",35,17,-18.465375831515452,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
926,False,"{'a': 0.5, 'e': 0.3959515954549783}",20,15,0.8834379229246567,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.5, 'e': 0.39555564385952335}",20,11,17.965709138108714,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.5, 'e': 0.39516008821566384}",20,-1,-83.02308732017636,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 2}",1
929,False,"{'a': 0.5, 'e': 0.3947649281274482}",25,10,4.5078687571798675,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
930,False,"{'a': 0.5, 'e': 0.3943701631993207}",20,5,18.476866436276488,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.5, 'e': 0.3939757930361214}",20,2,-41.73022280603738,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
932,False,"{'a': 0.5, 'e': 0.3935818172430853}",35,-65,11.150251792960994,"{0: 86, 1: 4, 2: 9, 3: 1, 4: 0}",0
933,False,"{'a': 0.5, 'e': 0.3931882354258422}",20,7,-31.06070469086285,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
934,False,"{'a': 0.5, 'e': 0.39279504719041636}",25,9,13.1512436178449,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
935,False,"{'a': 0.5, 'e': 0.39240225214322594}",35,22,4.187065770607916,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
936,False,"{'a': 0.5, 'e': 0.39200984989108273}",25,-1,-47.041850098854326,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 2}",1
937,False,"{'a': 0.5, 'e': 0.39161784004119166}",30,7,41.127911831856586,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.5, 'e': 0.39122622220115044}",20,-22,-43.71218805643761,"{0: 35, 1: 2, 2: 3, 3: 1, 4: 1}",0
939,False,"{'a': 0.5, 'e': 0.3908349959789493}",25,-22,0.9671031670012313,"{0: 39, 1: 2, 2: 6, 3: 0, 4: 0}",0
940,False,"{'a': 0.5, 'e': 0.3904441609829703}",30,12,34.567071941970056,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.5, 'e': 0.3900537168219873}",25,3,-45.999630193410994,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
942,False,"{'a': 0.5, 'e': 0.3896636631051653}",20,-7,51.25627013710149,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",0
943,False,"{'a': 0.5, 'e': 0.38927399944206015}",20,10,-77.28036233164228,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
944,False,"{'a': 0.5, 'e': 0.3888847254426181}",20,11,-18.855150720194477,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
945,False,"{'a': 0.5, 'e': 0.38849584071717547}",20,10,7.704495665609544,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
946,False,"{'a': 0.5, 'e': 0.3881073448764583}",25,-12,-77.30555357900896,"{0: 28, 1: 2, 2: 5, 3: 1, 4: 1}",0
947,False,"{'a': 0.5, 'e': 0.3877192375315819}",20,-17,-8.97903478967805,"{0: 30, 1: 2, 2: 5, 3: 0, 4: 0}",0
948,False,"{'a': 0.5, 'e': 0.3873315182940503}",20,0,23.810548901993347,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
949,False,"{'a': 0.5, 'e': 0.38694418677575626}",25,-2,-82.70172410254834,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 1}",0
950,False,"{'a': 0.5, 'e': 0.3865572425889805}",30,14,18.30160845675215,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
951,False,"{'a': 0.5, 'e': 0.38617068534639154}",25,-19,-68.21433500688039,"{0: 34, 1: 3, 2: 5, 3: 1, 4: 1}",0
952,False,"{'a': 0.5, 'e': 0.38578451466104513}",25,-9,-47.3999780624142,"{0: 29, 1: 2, 2: 1, 3: 0, 4: 2}",0
953,False,"{'a': 0.5, 'e': 0.3853987301463841}",25,11,-3.0717727378345794,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.3850133314162377}",25,6,-1.5763709830915917,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
955,False,"{'a': 0.5, 'e': 0.3846283180848215}",20,7,-8.283113061226668,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
956,False,"{'a': 0.5, 'e': 0.3842436897667367}",25,5,4.575815739415614,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
957,False,"{'a': 0.5, 'e': 0.3838594460769699}",20,6,11.867708250073369,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.5, 'e': 0.38347558663089293}",25,11,2.4088041928344635,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
959,False,"{'a': 0.5, 'e': 0.38309211104426205}",25,-2,10.753654142551698,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",0
960,False,"{'a': 0.5, 'e': 0.3827090189332178}",25,18,-26.908349414217888,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
961,False,"{'a': 0.5, 'e': 0.38232630991428457}",25,8,-60.65967729994841,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
962,False,"{'a': 0.5, 'e': 0.38194398360437026}",25,12,-49.86893427319706,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
963,False,"{'a': 0.5, 'e': 0.3815620396207659}",25,5,-24.14517698164066,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.38118047758114515}",20,-6,16.757428269496206,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",0
965,False,"{'a': 0.5, 'e': 0.380799297103564}",25,4,-31.768351544294823,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 1}",1
966,False,"{'a': 0.5, 'e': 0.3804184978064605}",20,-14,-52.42879648765607,"{0: 28, 1: 1, 2: 2, 3: 2, 4: 1}",0
967,False,"{'a': 0.5, 'e': 0.380038079308654}",20,-26,-24.301586390749236,"{0: 40, 1: 1, 2: 3, 3: 1, 4: 1}",0
968,False,"{'a': 0.5, 'e': 0.3796580412293454}",25,-3,-90.78548673019942,"{0: 19, 1: 2, 2: 4, 3: 2, 4: 1}",0
969,False,"{'a': 0.5, 'e': 0.379278383188116}",20,9,9.249950568669773,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
970,False,"{'a': 0.5, 'e': 0.3788991048049279}",25,5,-33.178094893027904,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
971,False,"{'a': 0.5, 'e': 0.37852020570012296}",20,11,19.173236858345938,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.37814168549442284}",20,9,-63.244949237111484,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
973,False,"{'a': 0.5, 'e': 0.3777635438089284}",20,8,24.411164650280053,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.5, 'e': 0.3773857802651195}",25,15,-10.380428802648142,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
975,False,"{'a': 0.5, 'e': 0.37700839448485435}",30,16,5.519410225314074,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
976,False,"{'a': 0.5, 'e': 0.3766313860903695}",20,10,17.928223856295553,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.5, 'e': 0.37625475470427916}",20,3,14.29294264253106,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
978,False,"{'a': 0.5, 'e': 0.3758784999495749}",20,-11,-16.412310364091184,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 1}",0
979,False,"{'a': 0.5, 'e': 0.3755026214496253}",30,16,-13.144496712844049,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
980,False,"{'a': 0.5, 'e': 0.3751271188281757}",25,6,20.69086227672629,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
981,False,"{'a': 0.5, 'e': 0.3747519917093475}",20,-5,26.088441209235633,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
982,False,"{'a': 0.5, 'e': 0.37437723971763814}",25,12,22.957652932901745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.5, 'e': 0.37400286247792053}",20,10,18.74685360107766,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.5, 'e': 0.3736288596154426}",20,-6,-11.42111539840145,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",0
985,False,"{'a': 0.5, 'e': 0.37325523075582717}",25,8,31.017782920385237,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.5, 'e': 0.37288197552507135}",20,-22,-8.852727626583729,"{0: 37, 1: 2, 2: 1, 3: 1, 4: 1}",0
987,False,"{'a': 0.5, 'e': 0.37250909354954626}",25,9,-8.799830585971101,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
988,False,"{'a': 0.5, 'e': 0.37213658445599673}",20,-12,-58.17458002727542,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 2}",0
989,False,"{'a': 0.5, 'e': 0.3717644478715407}",25,-5,15.498281402609313,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
990,False,"{'a': 0.5, 'e': 0.3713926834236692}",20,-1,-96.02407287120808,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 1}",1
991,False,"{'a': 0.5, 'e': 0.37102129074024554}",35,16,33.21457969818304,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.5, 'e': 0.3706502694495053}",20,-4,8.28747779891711,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",0
993,False,"{'a': 0.5, 'e': 0.3702796191800558}",25,14,-70.16404236101485,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 2}",1
994,False,"{'a': 0.5, 'e': 0.36990933956087574}",20,-1,-55.94957546609145,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 1}",1
995,False,"{'a': 0.5, 'e': 0.36953943022131486}",20,-10,-20.389428520587273,"{0: 25, 1: 3, 2: 1, 3: 0, 4: 1}",0
996,False,"{'a': 0.5, 'e': 0.3691698907910935}",30,13,-3.2778396014818623,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
997,False,"{'a': 0.5, 'e': 0.3688007209003024}",25,14,5.507080905457849,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
998,False,"{'a': 0.5, 'e': 0.36843192017940213}",30,3,4.656712844865819,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 0}",1
999,False,"{'a': 0.5, 'e': 0.36806348825922275}",20,10,-1.2201361594455633,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1000,False,"{'a': 0.5, 'e': 0.3676954247709635}",25,11,-13.566721130437312,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
1001,False,"{'a': 0.5, 'e': 0.36732772934619257}",20,15,7.577754933641565,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.5, 'e': 0.3669604016168464}",30,14,5.283079399909202,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
1003,False,"{'a': 0.5, 'e': 0.3665934412152296}",20,15,-2.6319981009071887,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1004,False,"{'a': 0.5, 'e': 0.3662268477740143}",20,14,12.876444146496974,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
